time,roll,pitch,altitude,vibration_z,label
17.064,0.0412713822740248,0.0049816084883945,2.0282564163695738,-6.650610361324588e-05,SAFE
17.072,0.041271388232431,0.0049824336140332,2.028178991782957,-6.529108104459434e-05,SAFE
17.080000000000002,0.0412713950510029,0.0049832940790611,2.0280998768770058,-6.408205978452796e-05,SAFE
17.088,0.0412714025794255,0.0049841792658496,2.028019085851131,-6.28793655110807e-05,SAFE
17.096,0.0412714106488893,0.0049850788253554,2.0279366329035686,-6.168323814523991e-05,SAFE
17.104,0.0412714190867356,0.0049859827665883,2.027852532225992,-6.0493704189861335e-05,SAFE
17.112000000000002,0.0412714277242414,0.0049868815476823,2.0277667979966765,-5.931075400130814e-05,SAFE
17.12,0.0412714364072848,0.0049877661524331,2.02767944437538,-5.813430639551522e-05,SAFE
17.128,0.0412714450002946,0.0049886281629246,2.0275904854976403,-5.696427982404932e-05,SAFE
17.136,0.0412714533934326,0.0049894598125782,2.027499935471639,-5.580044961113015e-05,SAFE
17.144000000000002,0.041271461502455,0.0049902540384154,2.0274078083738845,-5.4642603636913264e-05,SAFE
17.152,0.0412714692704355,0.0049910045245815,2.027314118245461,-5.349067315375589e-05,SAFE
17.16,0.0412714766657978,0.0049917057248419,2.027218879090745,-5.2344382900773065e-05,SAFE
17.168,0.04127148368092,0.0049923528880344,2.027122104874631,-5.120365607466705e-05,SAFE
17.176000000000002,0.0412714903272697,0.0049929420661796,2.027023809521596,-5.006833976554892e-05,SAFE
17.184,0.0412714966325847,0.0049934701215034,2.02692400691406,-4.893849060780271e-05,SAFE
17.192,0.0412715026359088,0.0049939347124733,2.026822710893341,-4.781398305536597e-05,SAFE
17.2,0.0412715083846801,0.00499433428319,2.0267199352592264,-4.669487338944736e-05,SAFE
17.208000000000002,0.0412715139285713,0.0049946680438582,2.026615693770072,-4.5581279193529145e-05,SAFE
17.216,0.0412715193189789,0.0049949359354993,2.02651000014509,-4.447323822633883e-05,SAFE
17.224,0.0412715246036871,0.0049951385984643,2.0264028680650488,-4.337086523903435e-05,SAFE
17.232,0.0412715298269179,0.0049952773297744,2.026294311174476,-4.227429133095704e-05,SAFE
17.240000000000002,0.0412715350254115,0.0049953540410168,2.026184343083017,-4.118370781451956e-05,SAFE
17.248,0.0412715402305243,0.0049953712020919,2.0260729773690094,-4.009919577201802e-05,SAFE
17.256,0.0412715454656486,0.0049953317905077,2.0259602275814994,-3.902085567645596e-05,SAFE
17.264,0.0412715507478601,0.0049952392390242,2.025846107242385,-3.7948915270723886e-05,SAFE
17.272000000000002,0.0412715560878611,0.0049950973700287,2.0257306298505533,-3.688336053240368e-05,SAFE
17.28,0.0412715614920423,0.0049949103411762,2.0256138088840148,-3.582432629477148e-05,SAFE
17.288,0.0412715669621585,0.0049946825824248,2.025495657803352,-3.477181208368001e-05,SAFE
17.296,0.041271572497678,0.0049944187410482,2.0253761900539025,-3.372596295557622e-05,SAFE
17.304000000000002,0.0412715780961938,0.0049941236149286,2.025255419069974,-3.268667723407915e-05,SAFE
17.312,0.0412715837557305,0.0049938020985837,2.025133358277106,-3.165397381871871e-05,SAFE
17.32,0.0412715894733467,0.0049934591296405,2.0250100210942885,-3.0627877994229664e-05,SAFE
17.328,0.0412715952487149,0.0049930996288233,2.0248854209378027,-2.9608288841479145e-05,SAFE
17.336000000000002,0.0412716010820556,0.0049927284528174,2.0247595712229187,-2.8595146043196328e-05,SAFE
17.344,0.0412716069765738,0.0049923503447587,2.024632485366573,-2.758837995645152e-05,SAFE
17.352,0.0412716129360372,0.0049919698937128,2.0245041767886693,-2.658796602903856e-05,SAFE
17.36,0.0412716189675375,0.004991591488013,2.0243746589151246,-2.5593764356320347e-05,SAFE
17.368000000000002,0.0412716250788366,0.0049912192816552,2.0242439451788883,-2.46056581603445e-05,SAFE
17.376,0.0412716312793315,0.0049908571660069,2.024112049020671,-2.362366924097185e-05,SAFE
17.384,0.041271637578851,0.004990508734613,2.023978983891275,-2.264759471109764e-05,SAFE
17.392,0.0412716439882607,0.0049901772649981,2.0238447632515744,-2.16774019364416e-05,SAFE
